i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
TN,Hamblen County,"8,179","17,576","10,870","7,024",18.7,40.3,24.9,16.1,TN,"10,883","8,995","12,771",17.1,14.1,20.1,"3,523","2,751","4,295",24.2,18.9,29.5,"2,132","1,598","2,666",19.6,14.7,24.5,"44,040","40,215","47,865",TN,"27,546","26,486","1,060",3.8,"44,040",84.1
TN,Hardeman County,"3,806","8,659","3,647","2,064",20.9,47.6,20.1,11.4,TN,"5,025","3,966","6,084",23.5,18.5,28.5,"1,393","1,020","1,766",28.8,21.1,36.5,978,686,"1,270",27.5,19.3,35.7,"37,834","34,547","41,121",TN,"9,366","8,906",460,4.9,"37,834",72.2
TN,Hawkins County,"6,637","17,551","10,768","5,701",16.3,43.2,26.5,14,TN,"10,252","8,713","11,791",18.4,15.6,21.2,"3,042","2,438","3,646",27.6,22.1,33.1,"2,105","1,634","2,576",25.3,19.6,31,"42,188","39,205","45,171",TN,"23,744","22,794",950,4,"42,188",80.6
TN,Loudon County,"5,397","12,763","9,683","9,921",14.3,33.8,25.6,26.3,TN,"4,754","3,669","5,839",9.1,7,11.2,"1,614","1,155","2,073",16,11.4,20.6,"1,108",762,"1,454",15.1,10.4,19.8,"58,186","53,383","62,989",TN,"23,127","22,338",789,3.4,"58,186",111.1
TN,McMinn County,"5,665","15,867","9,800","5,880",15.2,42.6,26.3,15.8,TN,"8,307","6,798","9,816",15.9,13,18.8,"2,413","1,771","3,055",21.8,16,27.6,"1,683","1,191","2,175",20.5,14.5,26.5,"46,029","42,282","49,776",TN,"22,719","21,782",937,4.1,"46,029",87.9
TN,McNairy County,"3,456","8,023","4,362","2,310",19,44.2,24,12.7,TN,"4,408","3,576","5,240",17.4,14.1,20.7,"1,225",876,"1,574",22.3,16,28.6,871,588,"1,154",20.8,14,27.6,"39,859","36,246","43,472",TN,"8,286","7,829",457,5.5,"39,859",76.1
TN,Maury County,"6,556","22,132","19,668","13,498",10.6,35.8,31.8,21.8,TN,"10,032","8,182","11,882",10.8,8.8,12.8,"3,276","2,440","4,112",15.2,11.3,19.1,"2,028","1,430","2,626",13.1,9.2,17,"57,337","51,994","62,680",TN,"48,178","46,613","1,565",3.2,"57,337",109.5
TN,Obion County,"3,541","9,580","5,057","3,194",16.6,44.8,23.7,14.9,TN,"5,267","4,410","6,124",17.7,14.8,20.6,"1,656","1,219","2,093",25.6,18.8,32.4,"1,160",820,"1,500",24.3,17.2,31.4,"42,532","39,196","45,868",TN,"12,268","11,658",610,5,"42,532",81.2
TN,Overton County,"3,146","6,963","3,268","2,019",20.4,45.2,21.2,13.1,TN,"3,251","2,481","4,021",15,11.5,18.5,953,686,"1,220",20.8,15,26.6,671,467,875,19.4,13.5,25.3,"42,149","38,077","46,221",TN,"9,793","9,422",371,3.8,"42,149",80.5
TN,Pickett County,906,"1,563","1,021",332,23.7,40.9,26.7,8.7,TN,797,606,988,16,12.2,19.8,214,152,276,24.3,17.2,31.4,150,101,199,22.9,15.4,30.4,"40,182","35,845","44,519",TN,"2,437","2,343",94,3.9,"40,182",76.7
TN,Rhea County,"4,785","8,192","5,728","3,349",21.7,37.1,26,15.2,TN,"5,886","4,845","6,927",18.4,15.2,21.6,"1,987","1,519","2,455",27.2,20.8,33.6,"1,364",994,"1,734",25.3,18.4,32.2,"44,132","39,644","48,620",TN,"13,117","12,375",742,5.7,"44,132",84.3
TN,Roane County,"4,608","14,447","12,303","7,579",11.8,37.1,31.6,19.5,TN,"7,779","6,173","9,385",14.8,11.7,17.9,"2,156","1,593","2,719",22,16.3,27.7,"1,575","1,143","2,007",21.2,15.4,27,"54,440","50,849","58,031",TN,"23,082","22,124",958,4.2,"54,440",104
TN,Sequatchie County,"1,839","4,114","3,023","1,531",17.5,39.2,28.8,14.6,TN,"2,339","1,805","2,873",16,12.4,19.6,782,563,"1,001",25.6,18.4,32.8,547,373,721,23.8,16.2,31.4,"49,707","44,990","54,424",TN,"6,093","5,828",265,4.3,"49,707",94.9
TN,Trousdale County,"1,307","2,291","1,879","1,108",19.8,34.8,28.5,16.8,TN,"1,570","1,200","1,940",18.6,14.2,23,390,280,500,20.5,14.7,26.3,256,175,337,18.8,12.8,24.8,"49,280","44,329","54,231",TN,"5,291","5,119",172,3.3,"49,280",94.1
TN,Unicoi County,"2,031","5,332","3,859","1,953",15.4,40.5,29.3,14.8,TN,"2,797","2,210","3,384",16.1,12.7,19.5,780,571,989,24.1,17.6,30.6,521,363,679,21.3,14.8,27.8,"43,688","39,294","48,082",TN,"7,038","6,690",348,4.9,"43,688",83.4
TN,Weakley County,"3,368","8,156","5,332","4,629",15.7,38,24.8,21.5,TN,"6,252","5,288","7,216",19.7,16.7,22.7,"1,413","1,073","1,753",22.3,16.9,27.7,992,730,"1,254",21.4,15.8,27,"42,351","38,036","46,666",TN,"15,961","15,283",678,4.2,"42,351",80.9
TX,Texas,"2,993,432","4,448,881","5,153,577","5,219,469",16.8,25,28.9,29.3,TX,"4,181,623","4,132,580","4,230,666",14.9,14.7,15.1,"1,543,228","1,511,665","1,574,791",21.1,20.7,21.5,"1,070,901","1,043,460","1,098,342",20.2,19.7,20.7,"60,632","60,354","60,910",TX,"13,816,690","13,285,118","531,572",3.8,"60,632",100
TX,Andrews County,"2,695","3,898","2,914","1,103",25.4,36.7,27.5,10.4,TX,"1,922","1,462","2,382",10.7,8.1,13.3,774,559,989,14,10.1,17.9,536,373,699,13.5,9.4,17.6,"84,946","82,298","87,594",TX,"9,414","9,189",225,2.4,"84,946",140.1
TX,Angelina County,"10,826","18,265","18,808","9,344",18.9,31.9,32.9,16.3,TX,"15,052","12,445","17,659",17.9,14.8,21,"5,855","4,612","7,098",26.7,21,32.4,"3,914","2,955","4,873",24.4,18.4,30.4,"46,653","42,816","50,490",TX,"36,046","34,486","1,560",4.3,"46,653",76.9
TX,Aransas County,"2,742","5,392","6,066","3,936",15.1,29.7,33.4,21.7,TX,"4,642","3,638","5,646",19.9,15.6,24.2,"1,423","1,035","1,811",34.7,25.2,44.2,989,686,"1,292",33.5,23.2,43.8,"46,912","41,909","51,915",TX,"9,567","9,002",565,5.9,"46,912",77.4
TX,Archer County,558,"2,057","2,117","1,449",9,33.3,34.3,23.4,TX,922,735,"1,109",10.6,8.5,12.7,268,207,329,14.3,11,17.6,202,154,250,14.4,11,17.8,"61,190","54,741","67,639",TX,"4,142","4,016",126,3,"61,190",100.9
TX,Atascosa County,"7,032","12,335","7,439","4,110",22.7,39.9,24.1,13.3,TX,"7,803","6,073","9,533",15.7,12.2,19.2,"3,254","2,399","4,109",23.9,17.6,30.2,"2,312","1,644","2,980",23.2,16.5,29.9,"50,594","45,834","55,354",TX,"21,413","20,611",802,3.7,"50,594",83.4
TX,Austin County,"3,402","5,906","6,086","4,740",16.9,29.3,30.2,23.5,TX,"3,031","2,292","3,770",10.2,7.7,12.7,"1,184",846,"1,522",16.9,12.1,21.7,817,556,"1,078",15.5,10.5,20.5,"59,942","55,485","64,399",TX,"13,864","13,359",505,3.6,"59,942",98.9
TX,Bailey County,"1,142","1,553",932,780,25.9,35.2,21.1,17.7,TX,"1,087",813,"1,361",15.8,11.8,19.8,565,408,722,26.1,18.8,33.4,385,265,505,24.1,16.6,31.6,"45,051","40,390","49,712",TX,"2,619","2,505",114,4.4,"45,051",74.3
TX,Bandera County,"1,781","5,301","5,626","3,970",10.7,31.8,33.7,23.8,TX,"3,016","2,418","3,614",13.4,10.7,16.1,829,603,"1,055",22.8,16.6,29,584,410,758,21.6,15.2,28,"53,008","48,715","57,301",TX,"9,939","9,603",336,3.4,"53,008",87.4
TX,Bastrop County,"10,334","15,984","17,027","11,083",19,29.4,31.3,20.4,TX,"10,673","8,547","12,799",12.6,10.1,15.1,"4,182","3,050","5,314",19.2,14,24.4,"2,954","2,064","3,844",18.5,12.9,24.1,"61,883","56,005","67,761",TX,"41,673","40,276","1,397",3.4,"61,883",102.1
TX,Baylor County,290,822,919,498,11.5,32.5,36.3,19.7,TX,563,420,706,16.1,12,20.2,232,168,296,28.6,20.6,36.6,160,110,210,26.5,18.3,34.7,"41,180","37,112","45,248",TX,"1,555","1,506",49,3.2,"41,180",67.9
TX,Bee County,"5,851","7,751","6,380","2,259",26.3,34.9,28.7,10.2,TX,"6,607","5,187","8,027",26.7,21,32.4,"2,134","1,651","2,617",32,24.8,39.2,"1,424","1,040","1,808",29.6,21.6,37.6,"41,806","37,340","46,272",TX,"9,940","9,438",502,5.1,"41,806",69
TX,Bexar County,"197,870","308,714","379,838","337,748",16.2,25.2,31,27.6,TX,"334,215","319,095","349,335",17.2,16.4,18,"118,619","109,735","127,503",23.7,21.9,25.5,"79,225","72,050","86,400",22,20,24,"54,210","52,804","55,616",TX,"936,251","905,106","31,145",3.3,"54,210",89.4
TX,Blanco County,791,"2,433","2,942","2,297",9.3,28.7,34.8,27.1,TX,"1,176",901,"1,451",10.1,7.7,12.5,363,265,461,17.2,12.6,21.8,252,174,330,15.8,10.9,20.7,"64,832","59,194","70,470",TX,"6,250","6,088",162,2.6,"64,832",106.9
TX,Borden County,32,121,148,162,6.9,26.1,32,35,TX,65,49,81,10,7.6,12.4,19,14,24,14.5,10.4,18.6,15,10,20,15.3,10.5,20.1,"66,101","58,682","73,520",TX,343,332,11,3.2,"66,101",109
TX,Bosque County,"1,941","4,638","4,007","2,403",14.9,35.7,30.8,18.5,TX,"2,721","2,140","3,302",14.9,11.7,18.1,954,715,"1,193",24,18,30,707,524,890,23.9,17.7,30.1,"48,460","43,785","53,135",TX,"8,217","7,914",303,3.7,"48,460",79.9
TX,Bowie County,"7,515","22,063","21,285","12,626",11.8,34.8,33.5,19.9,TX,"16,794","14,471","19,117",19.1,16.5,21.7,"5,642","4,437","6,847",25.5,20,31,"3,774","2,855","4,693",23.5,17.8,29.2,"47,339","43,736","50,942",TX,"39,474","37,542","1,932",4.9,"47,339",78.1
TX,Brazoria County,"28,305","58,155","75,317","68,439",12.3,25.3,32.7,29.7,TX,"36,342","30,203","42,481",10.1,8.4,11.8,"12,620","9,795","15,445",13.1,10.2,16,"9,122","7,073","11,171",12.9,10,15.8,"74,225","70,285","78,165",TX,"176,559","168,602","7,957",4.5,"74,225",122.4
TX,Brazos County,"15,388","22,639","30,181","47,079",13.3,19.6,26.2,40.8,TX,"49,310","44,885","53,735",23.2,21.1,25.3,"9,297","7,339","11,255",20.2,15.9,24.5,"6,164","4,668","7,660",19.1,14.5,23.7,"50,113","47,998","52,228",TX,"116,493","113,189","3,304",2.8,"50,113",82.7
TX,Brewster County,992,"1,370","1,718","2,652",14.7,20.4,25.5,39.4,TX,"1,475","1,188","1,762",16,12.9,19.1,366,267,465,21.2,15.5,26.9,255,178,332,20.6,14.4,26.8,"45,670","40,976","50,364",TX,"4,044","3,910",134,3.3,"45,670",75.3
TX,Briscoe County,148,366,333,249,13.5,33.4,30.4,22.7,TX,245,193,297,16.2,12.7,19.7,68,48,88,24.3,17.2,31.4,50,34,66,23.4,16,30.8,"44,409","39,531","49,287",TX,559,538,21,3.8,"44,409",73.2
TX,Burleson County,"2,168","4,864","3,244","2,120",17.5,39.2,26.2,17.1,TX,"2,686","2,075","3,297",14.8,11.4,18.2,948,693,"1,203",23.7,17.3,30.1,645,445,845,22.3,15.4,29.2,"53,626","48,528","58,724",TX,"8,225","7,930",295,3.6,"53,626",88.4
TX,Burnet County,"3,813","9,992","10,238","8,072",11.9,31.1,31.9,25.1,TX,"5,099","3,950","6,248",11,8.5,13.5,"1,872","1,360","2,384",18.6,13.5,23.7,"1,281",893,"1,669",17.3,12.1,22.5,"56,696","52,660","60,732",TX,"22,921","22,264",657,2.9,"56,696",93.5
TX,Callahan County,"1,139","3,659","3,000","1,839",11.8,38,31.1,19.1,TX,"1,661","1,240","2,082",12,9,15,624,440,808,20.2,14.2,26.2,440,293,587,19.5,13,26,"50,330","45,854","54,806",TX,"5,985","5,785",200,3.3,"50,330",83
TX,Camp County,"1,290","2,981","2,524","1,550",15.5,35.7,30.2,18.6,TX,"2,431","1,895","2,967",18.8,14.7,22.9,"1,039",766,"1,312",30.5,22.5,38.5,738,527,949,30.1,21.5,38.7,"43,714","39,025","48,403",TX,"5,000","4,757",243,4.9,"43,714",72.1
TX,Carson County,258,"1,160","1,389","1,225",6.4,28.8,34.4,30.4,TX,536,409,663,8.9,6.8,11,175,128,222,12.2,8.9,15.5,118,82,154,10.6,7.3,13.9,"64,799","58,601","70,997",TX,"2,996","2,912",84,2.8,"64,799",106.9
TX,Castro County,"1,234","1,518","1,265",700,26.2,32.2,26.8,14.8,TX,"1,328","1,016","1,640",17.5,13.4,21.6,523,378,668,24.2,17.5,30.9,371,259,483,23,16,30,"45,689","41,052","50,326",TX,"3,464","3,366",98,2.8,"45,689",75.4
TX,Childress County,797,"1,929","1,374",858,16.1,38.9,27.7,17.3,TX,"1,180",900,"1,460",21.2,16.2,26.2,360,260,460,25.4,18.3,32.5,244,168,320,23,15.9,30.1,"42,291","37,623","46,959",TX,"2,951","2,874",77,2.6,"42,291",69.8
TX,Cochran County,603,577,534,154,32.3,30.9,28.6,8.2,TX,609,473,745,21.9,17,26.8,235,173,297,31.8,23.4,40.2,164,116,212,30.2,21.3,39.1,"42,873","38,191","47,555",TX,"1,099","1,052",47,4.3,"42,873",70.7
TX,Coke County,396,867,782,422,16.1,35.1,31.7,17.1,TX,469,365,573,14.1,11,17.2,149,107,191,21.4,15.4,27.4,103,71,135,20.6,14.2,27,"44,804","39,903","49,705",TX,"1,454","1,405",49,3.4,"44,804",73.9
TX,Coleman County,"1,115","2,094","1,975",957,18.2,34.1,32.2,15.6,TX,"1,604","1,223","1,985",19.3,14.7,23.9,528,379,677,30.6,22,39.2,362,243,481,28.2,19,37.4,"39,484","35,586","43,382",TX,"2,939","2,824",115,3.9,"39,484",65.1
TX,Collin County,"39,131","91,405","167,196","318,998",6.3,14.8,27.1,51.7,TX,"64,180","57,746","70,614",6.4,5.8,7,"17,331","14,050","20,612",6.7,5.4,8,"12,463","10,150","14,776",6.3,5.1,7.5,"96,936","93,514","100,358",TX,"551,491","533,254","18,237",3.3,"96,936",159.9
TX,Collingsworth County,479,613,542,369,23.9,30.6,27.1,18.4,TX,502,382,622,17.3,13.2,21.4,207,149,265,26.7,19.2,34.2,141,97,185,23.7,16.3,31.1,"39,536","35,861","43,211",TX,"1,182","1,145",37,3.1,"39,536",65.2
TX,Colorado County,"2,651","5,218","3,794","2,673",18.5,36.4,26.5,18.6,TX,"2,845","2,157","3,533",13.7,10.4,17,"1,047",746,"1,348",21.9,15.6,28.2,725,489,961,21.1,14.2,28,"48,258","43,674","52,842",TX,"9,674","9,359",315,3.3,"48,258",79.6
TX,Comal County,"7,102","24,400","29,250","33,117",7.6,26,31.2,35.3,TX,"10,498","8,322","12,674",7.1,5.6,8.6,"3,396","2,434","4,358",10.2,7.3,13.1,"2,415","1,674","3,156",9.8,6.8,12.8,"76,523","72,951","80,095",TX,"72,381","70,087","2,294",3.2,"76,523",126.2
TX,Concho County,"1,133",841,659,357,37.9,28.1,22,11.9,TX,702,520,884,26.6,19.7,33.5,129,93,165,25.7,18.4,33,92,63,121,24,16.5,31.5,"40,987","36,379","45,595",TX,"1,098","1,058",40,3.6,"40,987",67.6
TX,Cooke County,"3,683","8,382","9,098","5,471",13.8,31.5,34.2,20.5,TX,"5,914","4,968","6,860",14.8,12.4,17.2,"2,329","1,917","2,741",24.9,20.5,29.3,"1,666","1,355","1,977",25.3,20.6,30,"52,047","47,306","56,788",TX,"19,176","18,587",589,3.1,"52,047",85.8
TX,Coryell County,"5,609","13,217","21,029","7,402",11.9,28,44.5,15.7,TX,"9,407","7,681","11,133",15,12.2,17.8,"3,384","2,585","4,183",20.1,15.4,24.8,"2,240","1,613","2,867",19,13.7,24.3,"48,099","43,512","52,686",TX,"23,895","22,900",995,4.2,"48,099",79.3
TX,Cottle County,222,340,313,158,21.5,32.9,30.3,15.3,TX,293,226,360,21.2,16.3,26.1,127,94,160,40.1,29.6,50.6,87,61,113,35.7,25,46.4,"38,304","34,114","42,494",TX,532,509,23,4.3,"38,304",63.2
TX,Crane County,668,885,974,359,23.1,30.7,33.7,12.4,TX,475,358,592,10.1,7.6,12.6,190,137,243,13.6,9.8,17.4,133,92,174,13.1,9,17.2,"61,987","56,771","67,203",TX,"1,780","1,712",68,3.8,"61,987",102.2
TX,Crosby County,895,"1,348","1,030",480,23.8,35.9,27.4,12.8,TX,"1,349","1,046","1,652",23.7,18.4,29,563,418,708,37.1,27.6,46.6,408,296,520,36,26.1,45.9,"37,911","34,034","41,788",TX,"2,485","2,371",114,4.6,"37,911",62.5
TX,Culberson County,517,598,324,142,32.7,37.8,20.5,9,TX,444,337,551,20.3,15.4,25.2,162,116,208,32.7,23.5,41.9,114,78,150,33.3,22.9,43.7,"42,164","37,452","46,876",TX,976,946,30,3.1,"42,164",69.5
TX,Dallam County,"1,348","1,161","1,273",597,30.8,26.5,29.1,13.6,TX,867,669,"1,065",12.1,9.3,14.9,409,305,513,18.1,13.5,22.7,265,183,347,16.9,11.7,22.1,"50,587","45,084","56,090",TX,"4,041","3,959",82,2,"50,587",83.4
TX,Deaf Smith County,"2,994","3,797","2,959","1,350",27,34.2,26.7,12.2,TX,"3,232","2,537","3,927",17.5,13.7,21.3,"1,450","1,045","1,855",25.3,18.2,32.4,"1,023",706,"1,340",24.7,17,32.4,"44,230","40,761","47,699",TX,"8,426","8,192",234,2.8,"44,230",72.9
TX,Denton County,"39,610","95,181","157,391","234,003",7.5,18.1,29.9,44.5,TX,"62,151","54,410","69,892",7.3,6.4,8.2,"17,019","13,350","20,688",8.1,6.3,9.9,"11,288","8,511","14,065",7.2,5.4,9,"88,384","85,598","91,170",TX,"483,765","468,392","15,373",3.2,"88,384",145.8
TX,DeWitt County,"2,767","5,705","4,218","1,862",19,39.2,29,12.8,TX,"3,370","2,576","4,164",18.4,14.1,22.7,"1,121",804,"1,438",25.2,18.1,32.3,792,545,"1,039",25,17.2,32.8,"49,208","44,241","54,175",TX,"9,724","9,422",302,3.1,"49,208",81.2
TX,Dickens County,296,548,492,267,18.5,34.2,30.7,16.7,TX,390,296,484,20.3,15.4,25.2,114,82,146,27.5,19.8,35.2,78,54,102,25.9,17.9,33.9,"39,627","35,598","43,656",TX,673,645,28,4.2,"39,627",65.4
TX,Dimmit County,"2,137","2,170","1,303",924,32.7,33.2,19.9,14.1,TX,"2,508","1,892","3,124",24.6,18.6,30.6,"1,058",760,"1,356",35.8,25.7,45.9,729,497,961,33.2,22.6,43.8,"37,177","33,165","41,189",TX,"7,358","7,139",219,3,"37,177",61.3
TX,Donley County,266,720,825,446,11.8,31.9,36.6,19.8,TX,574,438,710,18.6,14.2,23,179,130,228,27.8,20.2,35.4,127,89,165,26.9,18.7,35.1,"40,945","37,803","44,087",TX,"1,558","1,505",53,3.4,"40,945",67.5
TX,Eastland County,"2,053","4,451","4,376","1,673",16.4,35.5,34.9,13.3,TX,"3,269","2,578","3,960",18.7,14.8,22.6,"1,005",725,"1,285",26.1,18.8,33.4,700,479,921,25.5,17.5,33.5,"44,773","40,136","49,410",TX,"8,673","8,385",288,3.3,"44,773",73.8
TX,Ector County,"22,442","28,230","28,452","14,604",23.9,30.1,30.4,15.6,TX,"20,485","16,336","24,634",12.9,10.3,15.5,"8,634","6,524","10,744",17.9,13.5,22.3,"5,861","4,240","7,482",17.3,12.5,22.1,"60,431","56,099","64,763",TX,"85,645","83,346","2,299",2.7,"60,431",99.7
TX,Erath County,"3,289","5,548","7,795","7,027",13.9,23.4,32.9,29.7,TX,"6,988","5,707","8,269",18.1,14.8,21.4,"1,713","1,269","2,157",20.1,14.9,25.3,"1,152",813,"1,491",18.8,13.3,24.3,"47,087","42,756","51,418",TX,"20,753","20,118",635,3.1,"47,087",77.7
TX,Falls County,"2,763","4,562","3,157","1,553",23,37.9,26.2,12.9,TX,"3,331","2,553","4,109",21.7,16.6,26.8,988,707,"1,269",27.7,19.8,35.6,662,442,882,26.1,17.4,34.8,"37,428","33,702","41,154",TX,"6,513","6,261",252,3.9,"37,428",61.7
TX,Fisher County,383,932,908,495,14.1,34.3,33.4,18.2,TX,592,460,724,15.5,12.1,18.9,171,125,217,21.3,15.6,27,113,77,149,19.2,13.1,25.3,"45,261","40,361","50,161",TX,"1,651","1,598",53,3.2,"45,261",74.6
TX,Foard County,236,300,341,170,22.5,28.7,32.6,16.2,TX,210,159,261,18,13.7,22.3,76,55,97,31,22.3,39.7,54,37,71,26.9,18.4,35.4,"37,648","33,934","41,362",TX,584,567,17,2.9,"37,648",62.1
TX,Fort Bend County,"46,214","83,705","124,372","217,907",9.8,17.7,26.3,46.1,TX,"61,455","52,778","70,132",7.9,6.8,9,"22,372","18,291","26,453",10.4,8.5,12.3,"15,736","12,439","19,033",9.8,7.7,11.9,"92,310","89,314","95,306",TX,"386,546","371,320","15,226",3.9,"92,310",152.2
TX,Freestone County,"2,471","4,549","5,027","1,807",17.8,32.8,36.3,13,TX,"2,493","1,889","3,097",13.7,10.4,17,859,605,"1,113",19.3,13.6,25,611,411,811,18.4,12.4,24.4,"49,317","44,204","54,430",TX,"6,552","6,170",382,5.8,"49,317",81.3
TX,Frio County,"4,035","4,319","2,869",865,33.4,35.7,23.7,7.2,TX,"4,511","3,411","5,611",27.5,20.8,34.2,"1,524","1,102","1,946",33.9,24.5,43.3,"1,063",737,"1,389",32.7,22.7,42.7,"41,038","37,275","44,801",TX,"10,187","9,899",288,2.8,"41,038",67.7
TX,Gaines County,"4,326","3,272","2,165","1,379",38.8,29.4,19.4,12.4,TX,"3,198","2,538","3,858",15.4,12.2,18.6,"1,640","1,213","2,067",22,16.3,27.7,"1,184",844,"1,524",22.3,15.9,28.7,"56,321","50,737","61,905",TX,"9,427","9,188",239,2.5,"56,321",92.9
TX,Galveston County,"25,770","55,710","71,449","65,692",11.8,25.5,32.7,30,TX,"40,109","33,759","46,459",12.1,10.2,14,"13,421","10,494","16,348",16.6,13,20.2,"9,137","6,918","11,356",15.4,11.7,19.1,"71,959","68,304","75,614",TX,"163,247","155,732","7,515",4.6,"71,959",118.7
TX,Garza County,"1,776","1,281",901,639,38.6,27.9,19.6,13.9,TX,"1,096",810,"1,382",24.6,18.2,31,277,200,354,26.4,19,33.8,192,132,252,25.5,17.6,33.4,"46,490","41,777","51,203",TX,"2,136","2,074",62,2.9,"46,490",76.7
TX,Gillespie County,"2,047","5,896","4,804","6,508",10.6,30.6,24.9,33.8,TX,"2,527","1,947","3,107",9.6,7.4,11.8,831,605,"1,057",15.7,11.4,20,576,398,754,14.6,10.1,19.1,"61,433","55,748","67,118",TX,"13,380","13,043",337,2.5,"61,433",101.3
TX,Glasscock County,253,183,237,203,28.9,20.9,27.1,23.2,TX,134,102,166,9.7,7.4,12,48,34,62,13.3,9.5,17.1,35,24,46,13,8.9,17.1,"83,330","74,353","92,307",TX,852,835,17,2,"83,330",137.4
TX,Goliad County,650,"1,614","2,068",925,12.4,30.7,39.3,17.6,TX,"1,077",827,"1,327",14.4,11,17.8,359,259,459,22.6,16.3,28.9,256,176,336,22,15.2,28.8,"55,008","49,148","60,868",TX,"3,282","3,158",124,3.8,"55,008",90.7
TX,Gonzales County,"3,200","5,503","2,949","1,636",24.1,41.4,22.2,12.3,TX,"3,465","2,705","4,225",16.9,13.2,20.6,"1,402","1,030","1,774",25.3,18.6,32,983,693,"1,273",24.5,17.3,31.7,"49,829","46,268","53,390",TX,"9,486","9,200",286,3,"49,829",82.2
TX,Gregg County,"12,869","22,830","27,367","16,522",16.2,28.7,34.4,20.8,TX,"18,108","14,949","21,267",15.1,12.5,17.7,"6,577","4,926","8,228",20.9,15.6,26.2,"4,589","3,284","5,894",20.2,14.5,25.9,"50,610","47,279","53,941",TX,"57,476","55,120","2,356",4.1,"50,610",83.5
TX,Grimes County,"3,872","6,745","5,583","2,773",20.4,35.6,29.4,14.6,TX,"4,444","3,482","5,406",17.5,13.7,21.3,"1,591","1,201","1,981",25.3,19.1,31.5,"1,110",805,"1,415",24.1,17.5,30.7,"49,498","44,388","54,608",TX,"11,113","10,658",455,4.1,"49,498",81.6
TX,Hansford County,"1,052",942,899,484,31.2,27.9,26.6,14.3,TX,626,474,778,11.6,8.8,14.4,272,195,349,17.2,12.3,22.1,193,132,254,16.6,11.4,21.8,"57,240","50,967","63,513",TX,"2,854","2,788",66,2.3,"57,240",94.4
TX,Hartley County,796,"1,663","1,132",744,18.4,38.4,26.1,17.2,TX,429,323,535,9.5,7.2,11.8,121,87,155,10.3,7.4,13.2,87,60,114,9.9,6.8,13,"72,451","64,317","80,585",TX,"2,863","2,812",51,1.8,"72,451",119.5
TX,Hays County,"12,773","27,163","36,131","45,518",10.5,22.3,29.7,37.4,TX,"28,293","24,880","31,706",13.2,11.6,14.8,"6,087","4,674","7,500",12.1,9.3,14.9,"4,102","3,054","5,150",11.2,8.3,14.1,"68,180","63,010","73,350",TX,"116,188","112,777","3,411",2.9,"68,180",112.4
TX,Hemphill County,501,715,711,513,20.5,29.3,29.1,21,TX,366,280,452,9.6,7.3,11.9,156,114,198,13.4,9.8,17,109,76,142,12,8.4,15.6,"66,849","59,413","74,285",TX,"2,248","2,202",46,2,"66,849",110.3
TX,Hockley County,"3,447","3,818","5,082","2,007",24,26.6,35.4,14,TX,"4,300","3,644","4,956",19.5,16.5,22.5,"1,635","1,339","1,931",28.1,23,33.2,"1,209",994,"1,424",28.1,23.1,33.1,"46,764","42,307","51,221",TX,"11,434","11,082",352,3.1,"46,764",77.1
TX,Hood County,"4,357","12,296","13,663","10,698",10.6,30,33.3,26.1,TX,"6,108","4,898","7,318",10.2,8.2,12.2,"2,133","1,594","2,672",16.8,12.5,21.1,"1,377",934,"1,820",14.8,10,19.6,"60,917","55,548","66,286",TX,"27,052","26,062",990,3.7,"60,917",100.5
TX,Hudspeth County,"1,263",842,447,188,46.1,30.7,16.3,6.9,TX,838,647,"1,029",17.8,13.7,21.9,252,181,323,25,17.9,32.1,186,126,246,25.7,17.3,34.1,"42,671","37,880","47,462",TX,"1,802","1,720",82,4.6,"42,671",70.4
TX,Hunt County,"9,138","21,259","18,753","11,792",15,34.9,30.8,19.3,TX,"12,715","10,278","15,152",13.6,11,16.2,"4,571","3,475","5,667",20.1,15.3,24.9,"3,319","2,477","4,161",20,14.9,25.1,"53,360","48,803","57,917",TX,"42,504","40,897","1,607",3.8,"53,360",88
TX,Irion County,73,362,402,170,7.2,35.9,39.9,16.9,TX,123,94,152,8.1,6.2,10,34,24,44,10.2,7.3,13.1,23,16,30,9.3,6.3,12.3,"56,775","50,232","63,318",TX,766,743,23,3,"56,775",93.6
