i_state_x,area_name,less_than_a_high_school_diploma_2014_18,high_school_diploma_only_2014_18,some_college_or_associate_s_degree_2014_18,bachelor_s_degree_or_higher_2014_18,percent_of_adults_with_less_than_a_high_school_diploma_2014_18,percent_of_adults_with_a_high_school_diploma_only_2014_18,percent_of_adults_completing_some_college_or_associate_s_degree_2014_18,percent_of_adults_with_a_bachelor_s_degree_or_higher_2014_18,i_state_y,povall_2018,ci90lb_all_2018,ci90uball_2018,pctpovall_2018,ci90lballp_2018,ci90uballp_2018,pov017_2018,ci90lb017_2018,ci90ub017_2018,pctpov017_2018,ci90lb017p_2018,ci90ub017p_2018,pov517_2018,ci90lb517_2018,ci90ub517_2018,pctpov517_2018,ci90lb517p_2018,ci90ub517p_2018,medhhinc_2018,ci90lbinc_2018,ci90ubinc_2018,i_state,civilian_labor_force_2018,employed_2018,unemployed_2018,unemployment_rate_2018,median_household_income_2018,med_hh_income_percent_of_state_total_2018
PA,Lycoming County,"8,224","31,516","22,496","18,359",10.2,39.1,27.9,22.8,PA,"14,054","11,972","16,136",13,11.1,14.9,"3,982","3,154","4,810",17.5,13.9,21.1,"2,812","2,153","3,471",16.8,12.9,20.7,"53,820","50,912","56,728",PA,"57,246","54,534","2,712",4.7,"53,820",88.4
PA,Mifflin County,"4,801","16,810","6,795","4,050",14.8,51.8,20.9,12.5,PA,"6,867","5,590","8,144",15.1,12.3,17.9,"2,334","1,792","2,876",23.2,17.8,28.6,"1,553","1,126","1,980",21.4,15.5,27.3,"47,648","44,034","51,262",PA,"20,750","19,789",961,4.6,"47,648",78.3
PA,Montour County,"1,247","5,480","2,281","4,406",9.3,40.9,17,32.8,PA,"1,771","1,421","2,121",10.1,8.1,12.1,492,351,633,13.8,9.9,17.7,340,234,446,13.3,9.2,17.4,"61,314","54,827","67,801",PA,"9,087","8,774",313,3.4,"61,314",100.7
PA,Northumberland County,"8,667","33,689","14,200","10,808",12.9,50,21.1,16,PA,"11,552","9,769","13,335",13.3,11.3,15.3,"3,273","2,563","3,983",19,14.9,23.1,"2,177","1,647","2,707",17.3,13.1,21.5,"47,243","43,611","50,875",PA,"43,029","40,799","2,230",5.2,"47,243",77.6
PA,Potter County,"1,444","5,781","3,069","1,882",11.9,47.5,25.2,15.5,PA,"2,413","1,944","2,882",14.8,11.9,17.7,803,597,"1,009",24.3,18.1,30.5,547,387,707,22.4,15.9,28.9,"44,883","41,201","48,565",PA,"7,167","6,789",378,5.3,"44,883",73.7
PA,Schuylkill County,"11,968","48,896","27,036","17,009",11.4,46.6,25.8,16.2,PA,"17,574","15,198","19,950",13,11.2,14.8,"4,299","3,314","5,284",15.7,12.1,19.3,"2,869","2,161","3,577",14,10.5,17.5,"48,809","45,890","51,728",PA,"66,019","62,639","3,380",5.1,"48,809",80.2
PA,Snyder County,"3,876","12,465","5,697","4,960",14.4,46.2,21.1,18.4,PA,"4,052","3,199","4,905",10.7,8.4,13,"1,253",939,"1,567",15.1,11.3,18.9,848,595,"1,101",13.8,9.7,17.9,"56,991","53,193","60,789",PA,"20,285","19,489",796,3.9,"56,991",93.6
PA,Susquehanna County,"3,301","13,897","7,885","5,447",10.8,45.5,25.8,17.8,PA,"5,128","4,337","5,919",12.8,10.8,14.8,"1,443","1,130","1,756",19.7,15.4,24,981,736,"1,226",17.8,13.4,22.2,"52,573","49,329","55,817",PA,"20,440","19,631",809,4,"52,573",86.3
PA,Venango County,"3,913","18,496","9,051","6,742",10.2,48.4,23.7,17.6,PA,"7,537","6,455","8,619",15,12.8,17.2,"2,011","1,560","2,462",20.9,16.2,25.6,"1,339",992,"1,686",18.8,13.9,23.7,"45,761","43,018","48,504",PA,"22,402","21,315","1,087",4.9,"45,761",75.2
PA,Westmoreland County,"15,637","97,864","73,136","74,511",6,37.5,28,28.5,PA,"31,749","27,861","35,637",9.2,8.1,10.3,"7,751","6,257","9,245",12.3,9.9,14.7,"5,174","3,949","6,399",10.9,8.3,13.5,"58,398","56,090","60,706",PA,"179,859","172,002","7,857",4.4,"58,398",95.9
RI,Rhode Island,"87,994","207,007","194,223","243,964",12,28.2,26.5,33.3,RI,"130,538","124,551","136,525",12.8,12.2,13.4,"36,239","33,846","38,632",18,16.8,19.2,"24,495","22,432","26,558",16.7,15.3,18.1,"63,787","62,087","65,487",RI,"554,554","532,478","22,076",4,"63,787",100
RI,Newport County,"3,863","13,169","14,573","29,067",6.4,21.7,24,47.9,RI,"6,423","4,952","7,894",8.1,6.2,10,"1,503","1,046","1,960",11,7.7,14.3,932,596,"1,268",9.1,5.8,12.4,"77,760","71,366","84,154",RI,"44,169","42,630","1,539",3.5,"77,760",121.9
RI,Providence County,"65,533","133,252","111,671","121,422",15.2,30.9,25.9,28.1,RI,"98,431","92,071","104,791",16.1,15.1,17.1,"29,066","26,482","31,650",22.7,20.7,24.7,"19,863","18,022","21,704",21.6,19.6,23.6,"56,141","54,396","57,886",RI,"324,904","310,929","13,975",4.3,"56,141",88
SC,South Carolina,"435,770","998,459","1,022,950","927,823",12.9,29.5,30.2,27.4,SC,"750,582","733,961","767,203",15.2,14.9,15.5,"241,192","232,102","250,282",22.1,21.3,22.9,"170,543","162,381","178,705",21.3,20.3,22.3,"52,449","51,828","53,070",SC,"2,339,939","2,259,057","80,882",3.5,"52,449",100
SC,Abbeville County,"3,402","5,939","5,077","2,724",19.8,34.6,29.6,15.9,SC,"4,545","3,823","5,267",19.1,16.1,22.1,"1,497","1,232","1,762",30.8,25.4,36.2,"1,006",782,"1,230",27.2,21.1,33.3,"42,412","38,548","46,276",SC,"9,974","9,574",400,4,"42,412",80.9
SC,Aiken County,"14,750","37,543","33,503","30,784",12.7,32.2,28.7,26.4,SC,"25,095","21,271","28,919",15,12.7,17.3,"8,294","6,582","10,006",22.8,18.1,27.5,"5,859","4,448","7,270",21.9,16.6,27.2,"52,633","49,617","55,649",SC,"74,317","71,815","2,502",3.4,"52,633",100.4
SC,Allendale County,"1,444","2,849","1,580",609,22.3,44,24.4,9.4,SC,"2,901","2,219","3,583",37.3,28.5,46.1,858,632,"1,084",51.6,38,65.2,626,446,806,49.9,35.6,64.2,"29,124","25,905","32,343",SC,"2,776","2,616",160,5.8,"29,124",55.5
SC,Bamberg County,"1,726","3,235","2,957","1,822",17.7,33.2,30.4,18.7,SC,"3,605","2,796","4,414",26.7,20.7,32.7,"1,051",787,"1,315",39.1,29.3,48.9,747,533,961,37.1,26.5,47.7,"36,230","32,776","39,684",SC,"5,031","4,702",329,6.5,"36,230",69.1
SC,Barnwell County,"2,688","5,095","4,827","1,642",18.9,35.7,33.9,11.5,SC,"4,661","3,741","5,581",22.4,18,26.8,"1,669","1,239","2,099",33.6,24.9,42.3,"1,160",813,"1,507",31.3,21.9,40.7,"38,131","34,176","42,086",SC,"8,344","7,944",400,4.8,"38,131",72.7
SC,Berkeley County,"15,484","40,977","48,758","32,929",11.2,29.7,35.3,23.8,SC,"27,687","24,377","30,997",12.8,11.3,14.3,"9,432","7,886","10,978",18.2,15.2,21.2,"6,691","5,474","7,908",17.7,14.5,20.9,"62,204","58,673","65,735",SC,"101,928","98,808","3,120",3.1,"62,204",118.6
SC,Charleston County,"23,647","63,580","72,798","119,670",8.5,22.7,26,42.8,SC,"55,971","49,489","62,453",14.2,12.6,15.8,"18,450","16,094","20,806",23.4,20.4,26.4,"13,547","11,772","15,322",24.5,21.3,27.7,"62,958","59,675","66,241",SC,"207,291","201,465","5,826",2.8,"62,958",120
SC,Chesterfield County,"7,574","12,841","8,135","3,204",23.9,40.4,25.6,10.1,SC,"9,453","7,841","11,065",20.9,17.3,24.5,"3,010","2,288","3,732",30.6,23.3,37.9,"2,185","1,628","2,742",29.8,22.2,37.4,"39,046","35,293","42,799",SC,"21,960","21,243",717,3.3,"39,046",74.4
SC,Clarendon County,"4,868","8,996","6,494","3,734",20.2,37.3,27,15.5,SC,"8,520","7,212","9,828",26.4,22.3,30.5,"2,302","1,779","2,825",36.3,28.1,44.5,"1,713","1,299","2,127",35.7,27.1,44.3,"36,722","32,788","40,656",SC,"12,611","12,016",595,4.7,"36,722",70
SC,Colleton County,"3,485","11,515","7,135","3,979",13.3,44.1,27.3,15.2,SC,"7,440","5,691","9,189",20,15.3,24.7,"2,780","2,020","3,540",33.5,24.3,42.7,"2,022","1,421","2,623",33.3,23.4,43.2,"39,079","35,891","42,267",SC,"16,776","16,099",677,4,"39,079",74.5
SC,Darlington County,"8,271","16,306","13,589","7,913",17.9,35.4,29.5,17.2,SC,"15,356","12,883","17,829",23.5,19.7,27.3,"4,884","3,894","5,874",33.4,26.6,40.2,"3,635","2,852","4,418",33.7,26.4,41,"37,206","33,919","40,493",SC,"30,213","28,982","1,231",4.1,"37,206",70.9
SC,Dillon County,"5,111","7,811","5,163","2,269",25.1,38.4,25.4,11.1,SC,"9,648","8,254","11,042",32.1,27.5,36.7,"3,697","3,065","4,329",48.5,40.2,56.8,"2,900","2,452","3,348",51.2,43.3,59.1,"33,159","29,752","36,566",SC,"12,611","11,999",612,4.9,"33,159",63.2
SC,Edgefield County,"3,435","7,252","5,368","3,478",17.6,37.1,27.5,17.8,SC,"4,489","3,611","5,367",18.5,14.9,22.1,"1,209",910,"1,508",25,18.8,31.2,857,617,"1,097",22.6,16.3,28.9,"48,818","43,815","53,821",SC,"10,656","10,282",374,3.5,"48,818",93.1
SC,Florence County,"14,347","30,767","26,507","21,471",15.4,33.1,28.5,23.1,SC,"24,375","20,774","27,976",18,15.3,20.7,"8,486","6,656","10,316",26.3,20.6,32,"5,915","4,503","7,327",24.6,18.7,30.5,"47,949","45,001","50,897",SC,"66,535","64,107","2,428",3.6,"47,949",91.4
SC,Georgetown County,"5,884","13,212","14,042","12,370",12.9,29,30.9,27.2,SC,"12,064","10,396","13,732",19.6,16.9,22.3,"3,699","2,943","4,455",32.8,26.1,39.5,"2,606","1,976","3,236",30.6,23.2,38,"46,058","41,913","50,203",SC,"25,454","24,280","1,174",4.6,"46,058",87.8
SC,Greenville County,"41,345","83,309","97,570","115,297",12.2,24.7,28.9,34.2,SC,"55,837","48,863","62,811",11.1,9.7,12.5,"17,093","13,928","20,258",14.6,11.9,17.3,"11,436","9,126","13,746",13.4,10.7,16.1,"61,162","59,659","62,665",SC,"252,563","245,134","7,429",2.9,"61,162",116.6
SC,Hampton County,"2,439","6,502","3,331","1,580",17.6,46.9,24,11.4,SC,"4,637","3,762","5,512",25.8,20.9,30.7,"1,489","1,159","1,819",36.7,28.6,44.8,"1,140",890,"1,390",37.4,29.2,45.6,"35,871","32,289","39,453",SC,"8,358","8,070",288,3.4,"35,871",68.4
SC,Horry County,"24,040","77,366","79,094","55,617",10.2,32.8,33.5,23.6,SC,"48,595","43,946","53,244",14.3,12.9,15.7,"14,883","12,765","17,001",24.5,21,28,"10,484","8,684","12,284",23.4,19.4,27.4,"49,082","47,182","50,982",SC,"145,691","139,387","6,304",4.3,"49,082",93.6
SC,Kershaw County,"6,002","16,431","13,258","8,842",13.5,36.9,29.8,19.9,SC,"9,431","7,826","11,036",14.5,12,17,"3,295","2,554","4,036",22.1,17.1,27.1,"2,396","1,837","2,955",21.6,16.6,26.6,"52,270","48,801","55,739",SC,"28,990","27,950","1,040",3.6,"52,270",99.7
SC,Lexington County,"20,514","56,407","60,690","59,163",10.4,28.7,30.8,30.1,SC,"36,432","32,194","40,670",12.5,11,14,"11,777","9,619","13,935",17.5,14.3,20.7,"8,100","6,473","9,727",16,12.8,19.2,"60,627","57,764","63,490",SC,"148,552","144,255","4,297",2.9,"60,627",115.6
SC,McCormick County,"1,485","2,609","2,228","1,602",18.7,32.9,28.1,20.2,SC,"1,564","1,192","1,936",18.6,14.2,23,362,266,458,34.5,25.3,43.7,255,176,334,32.2,22.3,42.1,"44,683","40,198","49,168",SC,"3,407","3,287",120,3.5,"44,683",85.2
SC,Marlboro County,"4,662","8,001","4,871","1,814",24.1,41.4,25.2,9.4,SC,"7,104","5,982","8,226",30,25.3,34.7,"2,223","1,795","2,651",42.8,34.6,51,"1,640","1,306","1,974",42.9,34.2,51.6,"33,534","30,037","37,031",SC,"9,185","8,718",467,5.1,"33,534",63.9
SC,Newberry County,"4,932","9,360","7,266","4,435",19,36,28,17.1,SC,"6,362","5,125","7,599",17.1,13.8,20.4,"2,053","1,511","2,595",24.8,18.3,31.3,"1,439","1,018","1,860",23.9,16.9,30.9,"48,029","44,468","51,590",SC,"18,974","18,383",591,3.1,"48,029",91.6
SC,Orangeburg County,"8,541","19,088","19,973","11,566",14.4,32.3,33.8,19.5,SC,"21,733","18,729","24,737",25.9,22.3,29.5,"6,839","5,409","8,269",36.5,28.9,44.1,"4,768","3,658","5,878",34.1,26.2,42,"37,134","34,559","39,709",SC,"34,456","32,452","2,004",5.8,"37,134",70.8
SC,Saluda County,"2,923","5,095","3,781","2,270",20.8,36.2,26.9,16.1,SC,"3,017","2,287","3,747",14.9,11.3,18.5,"1,043",732,"1,354",23.8,16.7,30.9,758,515,"1,001",23.9,16.2,31.6,"46,019","42,306","49,732",SC,"8,795","8,518",277,3.1,"46,019",87.7
SC,Spartanburg County,"29,946","59,812","65,132","48,449",14.7,29.4,32,23.8,SC,"41,706","36,432","46,980",13.6,11.9,15.3,"14,731","12,440","17,022",20.7,17.5,23.9,"10,912","9,064","12,760",20.8,17.3,24.3,"53,567","51,071","56,063",SC,"150,134","145,417","4,717",3.1,"53,567",102.1
SC,Williamsburg County,"4,316","9,361","5,841","2,828",19.3,41.9,26.1,12.7,SC,"7,726","6,120","9,332",26,20.6,31.4,"2,364","1,681","3,047",37.7,26.8,48.6,"1,770","1,212","2,328",37.4,25.6,49.2,"32,814","29,384","36,244",SC,"12,162","11,491",671,5.5,"32,814",62.6
SD,South Dakota,"46,944","173,262","185,400","161,477",8.3,30.6,32.7,28.5,SD,"109,814","105,334","114,294",12.9,12.4,13.4,"34,211","32,170","36,252",16.1,15.1,17.1,"22,250","20,615","23,885",14.8,13.7,15.9,"57,041","55,711","58,371",SD,"459,565","445,472","14,093",3.1,"57,041",100
SD,Aurora County,238,607,592,372,13.2,33.6,32.7,20.6,SD,276,212,340,10.2,7.8,12.6,89,63,115,14,9.9,18.1,60,40,80,13.1,8.6,17.6,"53,107","47,916","58,298",SD,"1,561","1,515",46,2.9,"53,107",93.1
SD,Beadle County,"1,813","4,341","3,689","2,469",14.7,35.3,30,20.1,SD,"2,387","1,870","2,904",12.9,10.1,15.7,912,652,"1,172",18.3,13.1,23.5,603,406,800,18,12.1,23.9,"49,712","45,371","54,053",SD,"9,562","9,305",257,2.7,"49,712",87.2
SD,Bennett County,343,611,597,350,18,32.1,31.4,18.4,SD,"1,115",855,"1,375",32.5,24.9,40.1,524,371,677,44.7,31.6,57.8,351,235,467,42,28.2,55.8,"37,071","33,220","40,922",SD,"1,079","1,030",49,4.5,"37,071",65
SD,Bon Homme County,621,"1,842","1,662",932,12.3,36.4,32.9,18.4,SD,866,669,"1,063",15.7,12.1,19.3,249,179,319,19.2,13.8,24.6,168,114,222,17.9,12.1,23.7,"50,278","45,068","55,488",SD,"2,872","2,797",75,2.6,"50,278",88.1
SD,Brookings County,833,"5,184","5,015","7,113",4.6,28.6,27.6,39.2,SD,"3,744","3,022","4,466",11.8,9.5,14.1,654,465,843,9.2,6.5,11.9,409,271,547,8.3,5.5,11.1,"62,109","55,861","68,357",SD,"19,050","18,496",554,2.9,"62,109",108.9
SD,Brule County,443,"1,091","1,140",881,12.5,30.7,32.1,24.8,SD,807,656,958,15.8,12.8,18.8,295,227,363,22.4,17.3,27.5,172,119,225,17.7,12.3,23.1,"49,732","44,467","54,997",SD,"2,507","2,439",68,2.7,"49,732",87.2
SD,Charles Mix County,694,"2,196","1,852","1,003",12.1,38.2,32.2,17.5,SD,"1,857","1,459","2,255",20.9,16.4,25.4,751,539,963,28.4,20.4,36.4,500,335,665,27.2,18.3,36.1,"47,412","43,903","50,921",SD,"3,841","3,718",123,3.2,"47,412",83.1
SD,Codington County,"1,515","6,971","6,381","4,085",8,36.8,33.7,21.6,SD,"3,115","2,565","3,665",11.3,9.3,13.3,822,605,"1,039",12.4,9.1,15.7,514,355,673,10.5,7.2,13.8,"55,580","50,162","60,998",SD,"15,363","14,894",469,3.1,"55,580",97.4
SD,Corson County,390,791,738,392,16.9,34.2,31.9,17,SD,"1,394","1,093","1,695",33.6,26.3,40.9,631,442,820,41.4,29,53.8,402,263,541,36.7,24,49.4,"34,024","30,693","37,355",SD,"1,390","1,333",57,4.1,"34,024",59.6
SD,Davison County,"1,116","4,116","4,995","3,213",8.3,30.6,37.2,23.9,SD,"2,290","1,819","2,761",12,9.5,14.5,607,435,779,13.7,9.8,17.6,408,279,537,12.9,8.8,17,"51,724","46,863","56,585",SD,"11,043","10,751",292,2.6,"51,724",90.7
SD,Day County,409,"1,487","1,226",810,10.4,37.8,31.2,20.6,SD,820,662,978,15.3,12.4,18.2,224,158,290,18.1,12.8,23.4,153,102,204,16,10.7,21.3,"48,023","43,449","52,597",SD,"2,786","2,665",121,4.3,"48,023",84.2
SD,Edmunds County,262,951,794,687,9.7,35.3,29.5,25.5,SD,421,322,520,11.5,8.8,14.2,127,90,164,15.7,11.1,20.3,85,56,114,15.3,10.1,20.5,"58,977","53,302","64,652",SD,"2,064","2,009",55,2.7,"58,977",103.4
SD,Fall River County,398,"1,650","2,010","1,110",7.7,31.9,38.9,21.5,SD,850,653,"1,047",13,10,16,227,160,294,19.8,13.9,25.7,156,103,209,17.9,11.9,23.9,"46,782","42,027","51,537",SD,"3,008","2,893",115,3.8,"46,782",82
SD,Faulk County,119,549,503,477,7.2,33.3,30.5,28.9,SD,332,254,410,15.6,11.9,19.3,98,68,128,23.1,16.1,30.1,64,42,86,24.2,15.8,32.6,"49,068","44,187","53,949",SD,"1,096","1,063",33,3,"49,068",86
SD,Gregory County,315,"1,016","1,014",605,10.7,34.4,34.4,20.5,SD,686,534,838,16.5,12.8,20.2,205,146,264,21.1,15.1,27.1,137,91,183,19.5,12.9,26.1,"40,583","36,726","44,440",SD,"2,045","1,977",68,3.3,"40,583",71.1
SD,Haakon County,140,642,460,221,9.6,43.9,31.4,15.1,SD,208,161,255,11,8.5,13.5,56,40,72,12.4,8.8,16,39,26,52,11.6,7.8,15.4,"51,801","45,939","57,663",SD,"1,071","1,043",28,2.6,"51,801",90.8
SD,Hamlin County,320,"1,552","1,053",746,8.7,42.3,28.7,20.3,SD,549,427,671,9.3,7.2,11.4,205,147,263,10.8,7.7,13.9,140,94,186,10.4,7,13.8,"65,776","63,244","68,308",SD,"3,248","3,145",103,3.2,"65,776",115.3
SD,Hand County,148,765,881,545,6.3,32.7,37.7,23.3,SD,314,242,386,9.8,7.6,12,90,64,116,12.6,8.9,16.3,61,41,81,11.6,7.7,15.5,"52,568","47,082","58,054",SD,"1,812","1,770",42,2.3,"52,568",92.2
SD,Hanson County,146,791,717,416,7.1,38.2,34.6,20.1,SD,280,215,345,8.8,6.8,10.8,110,76,144,12.9,8.9,16.9,76,50,102,12.5,8.2,16.8,"63,772","57,221","70,323",SD,"1,753","1,670",83,4.7,"63,772",111.8
SD,Hutchinson County,616,"1,648","1,455","1,274",12.3,33,29.1,25.5,SD,784,594,974,11.5,8.7,14.3,264,184,344,17.1,11.9,22.3,182,120,244,18.3,12.1,24.5,"54,434","49,283","59,585",SD,"3,577","3,478",99,2.8,"54,434",95.4
SD,Jerauld County,168,609,406,310,11.3,40.8,27.2,20.8,SD,280,213,347,14.5,11,18,86,60,112,20.9,14.5,27.3,58,38,78,20.1,13,27.2,"47,689","42,512","52,866",SD,"1,117","1,089",28,2.5,"47,689",83.6
SD,Kingsbury County,307,"1,342","1,087",805,8.7,37.9,30.7,22.7,SD,432,330,534,9,6.9,11.1,134,95,173,12.4,8.8,16,94,62,126,12.4,8.2,16.6,"54,609","49,937","59,281",SD,"2,660","2,583",77,2.9,"54,609",95.7
SD,Lyman County,237,915,773,475,9.9,38.1,32.2,19.8,SD,794,615,973,21.1,16.4,25.8,334,238,430,30.4,21.6,39.2,224,152,296,30,20.3,39.7,"47,429","43,249","51,609",SD,"1,699","1,628",71,4.2,"47,429",83.1
SD,McCook County,443,"1,234","1,092",846,12.3,34.1,30.2,23.4,SD,514,395,633,9.6,7.4,11.8,194,137,251,13.3,9.4,17.2,134,90,178,12.7,8.5,16.9,"59,913","53,781","66,045",SD,"3,043","2,965",78,2.6,"59,913",105
SD,Mellette County,237,465,379,171,18.9,37.1,30.3,13.7,SD,699,570,828,35.2,28.7,41.7,240,172,308,38.8,27.8,49.8,161,111,211,39.9,27.4,52.4,"32,780","29,157","36,403",SD,749,712,37,4.9,"32,780",57.5
SD,Miner County,184,558,497,313,11.9,36,32,20.2,SD,247,189,305,11.5,8.8,14.2,69,49,89,13.7,9.7,17.7,47,31,63,12.5,8.3,16.7,"50,123","44,704","55,542",SD,"1,194","1,161",33,2.8,"50,123",87.9
SD,Minnehaha County,"9,551","33,305","40,496","39,068",7.8,27.2,33.1,31.9,SD,"18,035","15,898","20,172",9.6,8.5,10.7,"4,741","3,765","5,717",9.8,7.8,11.8,"2,819","2,063","3,575",8.4,6.1,10.7,"60,033","56,808","63,258",SD,"110,726","107,770","2,956",2.7,"60,033",105.2
SD,Moody County,418,"1,450","1,628",929,9.4,32.8,36.8,21,SD,644,503,785,9.9,7.7,12.1,190,135,245,11.4,8.1,14.7,128,86,170,10.9,7.3,14.5,"57,392","51,537","63,247",SD,"4,009","3,888",121,3,"57,392",100.6
SD,Oglala Lakota County,"1,732","1,827","2,811",849,24,25.3,38.9,11.8,SD,"7,688","6,746","8,630",54,47.4,60.6,"3,001","2,485","3,517",56.6,46.9,66.3,"2,017","1,631","2,403",52.4,42.4,62.4,"31,662","28,148","35,176",SD,"3,582","3,207",375,10.5,"31,662",55.5
SD,Roberts County,756,"2,334","2,338","1,130",11.5,35.6,35.7,17.2,SD,"2,173","1,779","2,567",21.3,17.4,25.2,904,702,"1,106",31,24.1,37.9,609,454,764,30.5,22.8,38.2,"44,709","40,162","49,256",SD,"4,846","4,635",211,4.4,"44,709",78.4
SD,Sanborn County,140,664,529,328,8.4,40,31.8,19.7,SD,299,228,370,12.9,9.8,16,101,71,131,18.2,12.9,23.5,68,45,91,18.2,12.1,24.3,"54,874","51,510","58,238",SD,"1,151","1,117",34,3,"54,874",96.2
SD,Spink County,403,"1,631","1,440",990,9,36.5,32.3,22.2,SD,781,620,942,12.6,10,15.2,222,164,280,16.7,12.3,21.1,149,106,192,15.6,11.1,20.1,"50,590","47,990","53,190",SD,"3,242","3,127",115,3.5,"50,590",88.7
SD,Stanley County,123,688,618,651,5.9,33.1,29.7,31.3,SD,235,180,290,7.8,6,9.6,79,56,102,11,7.8,14.2,53,35,71,10,6.7,13.3,"69,991","62,623","77,359",SD,"1,836","1,787",49,2.7,"69,991",122.7
SD,Sully County,43,316,320,232,4.7,34.7,35.1,25.5,SD,123,94,152,8.8,6.7,10.9,30,21,39,10.3,7.2,13.4,22,15,29,10.3,6.8,13.8,"59,457","53,218","65,696",SD,806,785,21,2.6,"59,457",104.2
SD,Tripp County,362,"1,560","1,108",830,9.4,40.4,28.7,21.5,SD,"1,061",847,"1,275",19.9,15.9,23.9,361,271,451,28.9,21.7,36.1,260,191,329,30.1,22.1,38.1,"45,710","40,850","50,570",SD,"3,105","3,026",79,2.5,"45,710",80.1
SD,Walworth County,384,"1,498","1,102",902,9.9,38.5,28.4,23.2,SD,812,627,997,15,11.6,18.4,250,178,322,19.1,13.6,24.6,165,111,219,18.1,12.1,24.1,"48,394","43,626","53,162",SD,"2,216","2,106",110,5,"48,394",84.8
SD,Yankton County,"1,435","5,228","4,707","4,467",9.1,33,29.7,28.2,SD,"2,296","1,791","2,801",11,8.6,13.4,571,408,734,12,8.6,15.4,361,240,482,10.7,7.1,14.3,"56,535","50,885","62,185",SD,"11,835","11,520",315,2.7,"56,535",99.1
SD,Ziebach County,253,599,482,260,15.9,37.6,30.2,16.3,SD,"1,201",932,"1,470",43.9,34.1,53.7,329,240,418,42.8,31.2,54.4,200,139,261,33,22.9,43.1,"32,341","28,823","35,859",SD,924,875,49,5.3,"32,341",56.7
TN,Tennessee,"590,270","1,467,848","1,266,537","1,206,051",13,32.4,28,26.6,TN,"1,003,055","982,886","1,023,224",15.2,14.9,15.5,"322,616","311,705","333,527",21.8,21.1,22.5,"215,957","206,366","225,548",20,19.1,20.9,"52,366","51,884","52,848",TN,"3,254,261","3,139,888","114,373",3.5,"52,366",100
TN,Bledsoe County,"2,795","4,318","2,605","1,433",25.1,38.7,23.4,12.9,TN,"3,235","2,585","3,885",26.7,21.3,32.1,753,570,936,35,26.5,43.5,544,406,682,35,26.1,43.9,"40,195","35,774","44,616",TN,"4,229","3,977",252,6,"40,195",76.8
TN,Cannon County,"1,589","4,842","2,174","1,380",15.9,48.5,21.8,13.8,TN,"2,022","1,575","2,469",14.2,11.1,17.3,669,492,846,22,16.2,27.8,437,300,574,19.9,13.7,26.1,"51,859","47,540","56,178",TN,"6,422","6,218",204,3.2,"51,859",99
TN,Cheatham County,"4,178","10,120","8,053","5,443",15,36.4,29,19.6,TN,"4,122","3,358","4,886",10.3,8.4,12.2,"1,175",851,"1,499",13.4,9.7,17.1,770,520,"1,020",11.9,8,15.8,"63,241","58,751","67,731",TN,"21,333","20,742",591,2.8,"63,241",120.8
TN,Cocke County,"5,440","11,539","5,691","2,738",21.4,45.4,22.4,10.8,TN,"7,981","6,462","9,500",22.5,18.2,26.8,"2,542","1,922","3,162",35.7,27,44.4,"1,878","1,400","2,356",35.7,26.6,44.8,"36,192","32,821","39,563",TN,"14,899","14,197",702,4.7,"36,192",69.1
TN,Crockett County,"1,858","4,126","2,581","1,281",18.9,41.9,26.2,13,TN,"2,736","2,277","3,195",19.4,16.1,22.7,844,644,"1,044",25.4,19.4,31.4,585,433,737,23.5,17.4,29.6,"44,431","40,075","48,787",TN,"6,950","6,679",271,3.9,"44,431",84.8
TN,Dickson County,"6,015","14,665","9,400","5,478",16.9,41.2,26.4,15.4,TN,"7,259","5,971","8,547",13.8,11.4,16.2,"2,459","1,901","3,017",20.2,15.6,24.8,"1,561","1,138","1,984",17.4,12.7,22.1,"56,166","53,423","58,909",TN,"26,321","25,518",803,3.1,"56,166",107.3
TN,Dyer County,"4,416","9,511","7,228","4,310",17.3,37.3,28.4,16.9,TN,"6,735","5,419","8,051",18.4,14.8,22,"2,265","1,654","2,876",26,19,33,"1,648","1,167","2,129",25.6,18.1,33.1,"44,302","40,030","48,574",TN,"16,187","15,441",746,4.6,"44,302",84.6
TN,Fentress County,"2,570","5,638","2,795","1,733",20.2,44.3,21.9,13.6,TN,"3,701","2,840","4,562",20.6,15.8,25.4,"1,123",811,"1,435",30,21.7,38.3,784,541,"1,027",27.9,19.2,36.6,"36,687","33,343","40,031",TN,"7,193","6,893",300,4.2,"36,687",70.1
TN,Giles County,"3,016","9,065","5,393","3,116",14.6,44,26.2,15.1,TN,"4,160","3,375","4,945",14.5,11.8,17.2,"1,384","1,025","1,743",22.7,16.8,28.6,943,662,"1,224",21.2,14.9,27.5,"48,024","44,050","51,998",TN,"15,282","14,721",561,3.7,"48,024",91.7
TN,Grainger County,"3,471","7,278","4,023","1,744",21,44.1,24.4,10.6,TN,"4,211","3,378","5,044",18.4,14.8,22,"1,159",845,"1,473",25.2,18.4,32,798,559,"1,037",23.1,16.2,30,"41,829","37,684","45,974",TN,"9,370","8,996",374,4,"41,829",79.9
