State,Area_name,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Med_HH_Income_Percent_of_State_Total_2018
SD,"Haakon County, SD","1,071","1,043",28,2.6,"51,801",90.8
SD,"Hamlin County, SD","3,248","3,145",103,3.2,"65,776",115.3
SD,"Hand County, SD","1,812","1,770",42,2.3,"52,568",92.2
SD,"Hanson County, SD","1,753","1,670",83,4.7,"63,772",111.8
SD,"Harding County, SD",731,713,18,2.5,"55,017",96.5
SD,"Hughes County, SD","9,897","9,641",256,2.6,"70,093",122.9
SD,"Hutchinson County, SD","3,577","3,478",99,2.8,"54,434",95.4
SD,"Hyde County, SD",679,659,20,2.9,"52,496",92.0
SD,"Jackson County, SD","1,283","1,219",64,5.0,"34,122",59.8
SD,"Jerauld County, SD","1,117","1,089",28,2.5,"47,689",83.6
SD,"Jones County, SD",554,539,15,2.7,"49,609",87.0
SD,"Kingsbury County, SD","2,660","2,583",77,2.9,"54,609",95.7
SD,"Lake County, SD","6,649","6,420",229,3.4,"60,733",106.5
SD,"Lawrence County, SD","13,074","12,686",388,3.0,"51,774",90.8
SD,"Lincoln County, SD","33,892","33,093",799,2.4,"84,889",148.8
SD,"Lyman County, SD","1,699","1,628",71,4.2,"47,429",83.1
SD,"McCook County, SD","3,043","2,965",78,2.6,"59,913",105.0
SD,"McPherson County, SD","1,023",983,40,3.9,"39,850",69.9
SD,"Marshall County, SD","2,426","2,332",94,3.9,"56,862",99.7
SD,"Meade County, SD","14,021","13,549",472,3.4,"59,524",104.4
SD,"Mellette County, SD",749,712,37,4.9,"32,780",57.5
SD,"Miner County, SD","1,194","1,161",33,2.8,"50,123",87.9
SD,"Minnehaha County, SD","110,726","107,770","2,956",2.7,"60,033",105.2
SD,"Moody County, SD","4,009","3,888",121,3.0,"57,392",100.6
SD,"Oglala Lakota County, SD","3,582","3,207",375,10.5,"31,662",55.5
SD,"Pennington County, SD","56,148","54,395","1,753",3.1,"58,738",103.0
SD,"Perkins County, SD","1,444","1,402",42,2.9,"55,626",97.5
SD,"Potter County, SD","1,091","1,052",39,3.6,"54,722",95.9
SD,"Roberts County, SD","4,846","4,635",211,4.4,"44,709",78.4
SD,"Sanborn County, SD","1,151","1,117",34,3.0,"54,874",96.2
SD,"Spink County, SD","3,242","3,127",115,3.5,"50,590",88.7
SD,"Stanley County, SD","1,836","1,787",49,2.7,"69,991",122.7
SD,"Sully County, SD",806,785,21,2.6,"59,457",104.2
SD,"Todd County, SD","3,144","2,946",198,6.3,"31,876",55.9
SD,"Tripp County, SD","3,105","3,026",79,2.5,"45,710",80.1
SD,"Turner County, SD","4,655","4,526",129,2.8,"62,792",110.1
SD,"Union County, SD","8,408","8,140",268,3.2,"80,698",141.5
SD,"Walworth County, SD","2,216","2,106",110,5.0,"48,394",84.8
SD,"Yankton County, SD","11,835","11,520",315,2.7,"56,535",99.1
SD,"Ziebach County, SD",924,875,49,5.3,"32,341",56.7
TN,Tennessee,"3,254,261","3,139,888","114,373",3.5,"52,366",100.0
TN,"Anderson County, TN","34,210","32,914","1,296",3.8,"50,672",96.8
TN,"Bedford County, TN","20,755","19,971",784,3.8,"49,860",95.2
TN,"Benton County, TN","6,892","6,553",339,4.9,"38,940",74.4
TN,"Bledsoe County, TN","4,229","3,977",252,6.0,"40,195",76.8
TN,"Blount County, TN","62,631","60,596","2,035",3.2,"57,939",110.6
TN,"Bradley County, TN","50,506","48,685","1,821",3.6,"50,427",96.3
TN,"Campbell County, TN","14,655","13,951",704,4.8,"39,443",75.3
TN,"Cannon County, TN","6,422","6,218",204,3.2,"51,859",99.0
TN,"Carroll County, TN","12,034","11,437",597,5.0,"42,025",80.3
TN,"Carter County, TN","23,851","22,855",996,4.2,"39,202",74.9
TN,"Cheatham County, TN","21,333","20,742",591,2.8,"63,241",120.8
TN,"Chester County, TN","8,499","8,179",320,3.8,"47,508",90.7
TN,"Claiborne County, TN","12,976","12,421",555,4.3,"37,987",72.5
TN,"Clay County, TN","2,870","2,728",142,4.9,"34,238",65.4
TN,"Cocke County, TN","14,899","14,197",702,4.7,"36,192",69.1
TN,"Coffee County, TN","24,779","23,898",881,3.6,"49,494",94.5
TN,"Crockett County, TN","6,950","6,679",271,3.9,"44,431",84.8
TN,"Cumberland County, TN","23,324","22,298","1,026",4.4,"46,527",88.8
TN,"Davidson County, TN","393,923","383,409","10,514",2.7,"60,799",116.1
TN,"Decatur County, TN","4,496","4,268",228,5.1,"42,905",81.9
TN,"DeKalb County, TN","7,754","7,404",350,4.5,"47,420",90.6
TN,"Dickson County, TN","26,321","25,518",803,3.1,"56,166",107.3
TN,"Dyer County, TN","16,187","15,441",746,4.6,"44,302",84.6
TN,"Fayette County, TN","18,980","18,268",712,3.8,"59,529",113.7
TN,"Fentress County, TN","7,193","6,893",300,4.2,"36,687",70.1
TN,"Franklin County, TN","19,860","19,185",675,3.4,"50,201",95.9
TN,"Gibson County, TN","21,843","20,883",960,4.4,"42,720",81.6
TN,"Giles County, TN","15,282","14,721",561,3.7,"48,024",91.7
TN,"Grainger County, TN","9,370","8,996",374,4.0,"41,829",79.9
TN,"Greene County, TN","29,824","28,436","1,388",4.7,"44,366",84.7
TN,"Grundy County, TN","4,894","4,676",218,4.5,"36,317",69.4
TN,"Hamblen County, TN","27,546","26,486","1,060",3.8,"44,040",84.1
TN,"Hamilton County, TN","180,867","174,706","6,161",3.4,"57,196",109.2
TN,"Hancock County, TN","2,124","2,020",104,4.9,"30,691",58.6
TN,"Hardeman County, TN","9,366","8,906",460,4.9,"37,834",72.2
TN,"Hardin County, TN","10,333","9,877",456,4.4,"37,690",72.0
TN,"Hawkins County, TN","23,744","22,794",950,4.0,"42,188",80.6
TN,"Haywood County, TN","7,730","7,316",414,5.4,"39,574",75.6
TN,"Henderson County, TN","11,999","11,432",567,4.7,"43,491",83.1
TN,"Henry County, TN","14,227","13,627",600,4.2,"43,159",82.4
TN,"Hickman County, TN","11,155","10,791",364,3.3,"44,684",85.3
TN,"Houston County, TN","3,238","3,060",178,5.5,"44,688",85.3
TN,"Humphreys County, TN","8,833","8,451",382,4.3,"48,056",91.8
TN,"Jackson County, TN","4,598","4,381",217,4.7,"37,563",71.7
TN,"Jefferson County, TN","24,095","23,177",918,3.8,"49,611",94.7
TN,"Johnson County, TN","7,571","7,306",265,3.5,"35,778",68.3
TN,"Knox County, TN","240,571","233,452","7,119",3.0,"55,874",106.7
TN,"Lake County, TN","1,804","1,711",93,5.2,"33,709",64.4
TN,"Lauderdale County, TN","9,671","9,106",565,5.8,"38,849",74.2
TN,"Lawrence County, TN","18,456","17,709",747,4.0,"43,651",83.4
TN,"Lewis County, TN","5,065","4,839",226,4.5,"40,541",77.4
TN,"Lincoln County, TN","16,687","16,174",513,3.1,"51,249",97.9
TN,"Loudon County, TN","23,127","22,338",789,3.4,"58,186",111.1
TN,"McMinn County, TN","22,719","21,782",937,4.1,"46,029",87.9
TN,"McNairy County, TN","8,286","7,829",457,5.5,"39,859",76.1
TN,"Macon County, TN","10,979","10,625",354,3.2,"42,265",80.7
TN,"Madison County, TN","48,665","46,819","1,846",3.8,"46,651",89.1
TN,"Marion County, TN","12,322","11,742",580,4.7,"50,819",97.0
TN,"Marshall County, TN","15,449","14,911",538,3.5,"51,868",99.0
TN,"Maury County, TN","48,178","46,613","1,565",3.2,"57,337",109.5
TN,"Meigs County, TN","5,064","4,831",233,4.6,"50,565",96.6
TN,"Monroe County, TN","19,974","19,231",743,3.7,"45,566",87.0
TN,"Montgomery County, TN","84,006","80,745","3,261",3.9,"56,102",107.1
TN,"Moore County, TN","3,498","3,390",108,3.1,"58,234",111.2
TN,"Morgan County, TN","7,803","7,450",353,4.5,"40,397",77.1
TN,"Obion County, TN","12,268","11,658",610,5.0,"42,532",81.2
TN,"Overton County, TN","9,793","9,422",371,3.8,"42,149",80.5
TN,"Perry County, TN","3,250","3,109",141,4.3,"41,960",80.1
TN,"Pickett County, TN","2,437","2,343",94,3.9,"40,182",76.7
TN,"Polk County, TN","7,300","6,990",310,4.2,"41,968",80.1
TN,"Putnam County, TN","34,419","33,182","1,237",3.6,"45,512",86.9
TN,"Rhea County, TN","13,117","12,375",742,5.7,"44,132",84.3
TN,"Roane County, TN","23,082","22,124",958,4.2,"54,440",104.0
TN,"Robertson County, TN","37,094","35,918","1,176",3.2,"66,006",126.0
TN,"Rutherford County, TN","179,403","174,546","4,857",2.7,"64,170",122.5
TN,"Scott County, TN","8,273","7,905",368,4.4,"35,685",68.1
TN,"Sequatchie County, TN","6,093","5,828",265,4.3,"49,707",94.9
TN,"Sevier County, TN","53,188","51,325","1,863",3.5,"47,202",90.1
TN,"Shelby County, TN","441,691","423,270","18,421",4.2,"47,924",91.5
TN,"Smith County, TN","9,207","8,925",282,3.1,"50,704",96.8
TN,"Stewart County, TN","5,298","5,034",264,5.0,"46,565",88.9
TN,"Sullivan County, TN","70,347","67,740","2,607",3.7,"46,024",87.9
TN,"Sumner County, TN","99,758","96,967","2,791",2.8,"66,171",126.4
TN,"Tipton County, TN","27,985","26,799","1,186",4.2,"60,874",116.2
TN,"Trousdale County, TN","5,291","5,119",172,3.3,"49,280",94.1
TN,"Unicoi County, TN","7,038","6,690",348,4.9,"43,688",83.4
TN,"Union County, TN","7,518","7,210",308,4.1,"40,322",77.0
TN,"Van Buren County, TN","2,062","1,963",99,4.8,"38,265",73.1
TN,"Warren County, TN","16,750","16,080",670,4.0,"42,475",81.1
TN,"Washington County, TN","59,996","57,862","2,134",3.6,"49,242",94.0
TN,"Wayne County, TN","6,146","5,848",298,4.8,"38,879",74.2
TN,"Weakley County, TN","15,961","15,283",678,4.2,"42,351",80.9
TN,"White County, TN","12,258","11,814",444,3.6,"42,603",81.4
TN,"Williamson County, TN","125,087","121,954","3,133",2.5,"115,930",221.4
TN,"Wilson County, TN","74,665","72,580","2,085",2.8,"76,507",146.1
TX,Texas,"13,816,690","13,285,118","531,572",3.8,"60,632",100.0
TX,"Anderson County, TX","23,397","22,675",722,3.1,"45,969",75.8
TX,"Andrews County, TX","9,414","9,189",225,2.4,"84,946",140.1
TX,"Angelina County, TX","36,046","34,486","1,560",4.3,"46,653",76.9
TX,"Aransas County, TX","9,567","9,002",565,5.9,"46,912",77.4
TX,"Archer County, TX","4,142","4,016",126,3.0,"61,190",100.9
TX,"Armstrong County, TX",922,897,25,2.7,"57,210",94.4
TX,"Atascosa County, TX","21,413","20,611",802,3.7,"50,594",83.4
TX,"Austin County, TX","13,864","13,359",505,3.6,"59,942",98.9
TX,"Bailey County, TX","2,619","2,505",114,4.4,"45,051",74.3
TX,"Bandera County, TX","9,939","9,603",336,3.4,"53,008",87.4
TX,"Bastrop County, TX","41,673","40,276","1,397",3.4,"61,883",102.1
TX,"Baylor County, TX","1,555","1,506",49,3.2,"41,180",67.9
TX,"Bee County, TX","9,940","9,438",502,5.1,"41,806",69.0
TX,"Bell County, TX","142,598","136,734","5,864",4.1,"54,292",89.5
TX,"Bexar County, TX","936,251","905,106","31,145",3.3,"54,210",89.4
TX,"Blanco County, TX","6,250","6,088",162,2.6,"64,832",106.9
TX,"Borden County, TX",343,332,11,3.2,"66,101",109.0
TX,"Bosque County, TX","8,217","7,914",303,3.7,"48,460",79.9
TX,"Bowie County, TX","39,474","37,542","1,932",4.9,"47,339",78.1
TX,"Brazoria County, TX","176,559","168,602","7,957",4.5,"74,225",122.4
TX,"Brazos County, TX","116,493","113,189","3,304",2.8,"50,113",82.7
TX,"Brewster County, TX","4,044","3,910",134,3.3,"45,670",75.3
TX,"Briscoe County, TX",559,538,21,3.8,"44,409",73.2
TX,"Brooks County, TX","2,451","2,295",156,6.4,"30,116",49.7
TX,"Brown County, TX","16,022","15,429",593,3.7,"47,097",77.7
TX,"Burleson County, TX","8,225","7,930",295,3.6,"53,626",88.4
TX,"Burnet County, TX","22,921","22,264",657,2.9,"56,696",93.5
TX,"Caldwell County, TX","19,091","18,399",692,3.6,"52,588",86.7
TX,"Calhoun County, TX","11,210","10,753",457,4.1,"52,085",85.9
TX,"Callahan County, TX","5,985","5,785",200,3.3,"50,330",83.0
TX,"Cameron County, TX","165,894","155,750","10,144",6.1,"38,106",62.8
TX,"Camp County, TX","5,000","4,757",243,4.9,"43,714",72.1
TX,"Carson County, TX","2,996","2,912",84,2.8,"64,799",106.9
TX,"Cass County, TX","12,296","11,680",616,5.0,"44,154",72.8
TX,"Castro County, TX","3,464","3,366",98,2.8,"45,689",75.4
TX,"Chambers County, TX","19,269","18,238","1,031",5.4,"89,513",147.6
TX,"Cherokee County, TX","20,899","20,044",855,4.1,"43,483",71.7
TX,"Childress County, TX","2,951","2,874",77,2.6,"42,291",69.8
TX,"Clay County, TX","4,926","4,771",155,3.1,"58,356",96.2
TX,"Cochran County, TX","1,099","1,052",47,4.3,"42,873",70.7
TX,"Coke County, TX","1,454","1,405",49,3.4,"44,804",73.9
TX,"Coleman County, TX","2,939","2,824",115,3.9,"39,484",65.1
TX,"Collin County, TX","551,491","533,254","18,237",3.3,"96,936",159.9
TX,"Collingsworth County, TX","1,182","1,145",37,3.1,"39,536",65.2
TX,"Colorado County, TX","9,674","9,359",315,3.3,"48,258",79.6
TX,"Comal County, TX","72,381","70,087","2,294",3.2,"76,523",126.2
TX,"Comanche County, TX","5,372","5,181",191,3.6,"52,251",86.2
TX,"Concho County, TX","1,098","1,058",40,3.6,"40,987",67.6
TX,"Cooke County, TX","19,176","18,587",589,3.1,"52,047",85.8
TX,"Coryell County, TX","23,895","22,900",995,4.2,"48,099",79.3
TX,"Cottle County, TX",532,509,23,4.3,"38,304",63.2
TX,"Crane County, TX","1,780","1,712",68,3.8,"61,987",102.2
TX,"Crockett County, TX","1,633","1,586",47,2.9,"49,117",81.0
TX,"Crosby County, TX","2,485","2,371",114,4.6,"37,911",62.5
TX,"Culberson County, TX",976,946,30,3.1,"42,164",69.5
TX,"Dallam County, TX","4,041","3,959",82,2.0,"50,587",83.4
TX,"Dallas County, TX","1,336,810","1,286,399","50,411",3.8,"59,838",98.7
TX,"Dawson County, TX","4,563","4,368",195,4.3,"43,726",72.1
TX,"Deaf Smith County, TX","8,426","8,192",234,2.8,"44,230",72.9
TX,"Delta County, TX","2,446","2,362",84,3.4,"44,410",73.2
TX,"Denton County, TX","483,765","468,392","15,373",3.2,"88,384",145.8
TX,"DeWitt County, TX","9,724","9,422",302,3.1,"49,208",81.2
TX,"Dickens County, TX",673,645,28,4.2,"39,627",65.4
TX,"Dimmit County, TX","7,358","7,139",219,3.0,"37,177",61.3
TX,"Donley County, TX","1,558","1,505",53,3.4,"40,945",67.5
TX,"Duval County, TX","5,065","4,802",263,5.2,"35,156",58.0
TX,"Eastland County, TX","8,673","8,385",288,3.3,"44,773",73.8
TX,"Ector County, TX","85,645","83,346","2,299",2.7,"60,431",99.7
TX,"Edwards County, TX",883,858,25,2.8,"37,812",62.4
TX,"Ellis County, TX","90,694","87,710","2,984",3.3,"76,792",126.7
TX,"El Paso County, TX","358,355","343,330","15,025",4.2,"43,948",72.5
TX,"Erath County, TX","20,753","20,118",635,3.1,"47,087",77.7
TX,"Falls County, TX","6,513","6,261",252,3.9,"37,428",61.7
TX,"Fannin County, TX","16,459","15,954",505,3.1,"53,111",87.6
TX,"Fayette County, TX","12,598","12,248",350,2.8,"55,776",92.0
TX,"Fisher County, TX","1,651","1,598",53,3.2,"45,261",74.6
TX,"Floyd County, TX","2,671","2,533",138,5.2,"39,891",65.8
TX,"Foard County, TX",584,567,17,2.9,"37,648",62.1
TX,"Fort Bend County, TX","386,546","371,320","15,226",3.9,"92,310",152.2
TX,"Franklin County, TX","4,565","4,378",187,4.1,"48,222",79.5
TX,"Freestone County, TX","6,552","6,170",382,5.8,"49,317",81.3
TX,"Frio County, TX","10,187","9,899",288,2.8,"41,038",67.7
TX,"Gaines County, TX","9,427","9,188",239,2.5,"56,321",92.9
TX,"Galveston County, TX","163,247","155,732","7,515",4.6,"71,959",118.7
TX,"Garza County, TX","2,136","2,074",62,2.9,"46,490",76.7
TX,"Gillespie County, TX","13,380","13,043",337,2.5,"61,433",101.3
TX,"Glasscock County, TX",852,835,17,2.0,"83,330",137.4
TX,"Goliad County, TX","3,282","3,158",124,3.8,"55,008",90.7
TX,"Gonzales County, TX","9,486","9,200",286,3.0,"49,829",82.2
TX,"Gray County, TX","8,127","7,813",314,3.9,"49,121",81.0
TX,"Grayson County, TX","63,270","61,205","2,065",3.3,"51,403",84.8
TX,"Gregg County, TX","57,476","55,120","2,356",4.1,"50,610",83.5
TX,"Grimes County, TX","11,113","10,658",455,4.1,"49,498",81.6
TX,"Guadalupe County, TX","80,305","77,802","2,503",3.1,"73,864",121.8
TX,"Hale County, TX","12,491","11,898",593,4.7,"42,782",70.6
TX,"Hall County, TX","1,110","1,061",49,4.4,"32,597",53.8
TX,"Hamilton County, TX","3,635","3,516",119,3.3,"49,210",81.2
TX,"Hansford County, TX","2,854","2,788",66,2.3,"57,240",94.4
TX,"Hardeman County, TX","1,678","1,618",60,3.6,"42,469",70.0
TX,"Hardin County, TX","25,388","24,082","1,306",5.1,"60,909",100.5
TX,"Harris County, TX","2,286,360","2,186,339","100,021",4.4,"60,241",99.4
TX,"Harrison County, TX","29,928","28,635","1,293",4.3,"50,131",82.7
TX,"Hartley County, TX","2,863","2,812",51,1.8,"72,451",119.5
TX,"Haskell County, TX","2,355","2,265",90,3.8,"40,880",67.4
TX,"Hays County, TX","116,188","112,777","3,411",2.9,"68,180",112.4
TX,"Hemphill County, TX","2,248","2,202",46,2.0,"66,849",110.3
TX,"Henderson County, TX","36,145","34,791","1,354",3.7,"43,337",71.5
TX,"Hidalgo County, TX","347,594","324,843","22,751",6.5,"38,785",64.0
TX,"Hill County, TX","16,288","15,700",588,3.6,"48,670",80.3
TX,"Hockley County, TX","11,434","11,082",352,3.1,"46,764",77.1
TX,"Hood County, TX","27,052","26,062",990,3.7,"60,917",100.5
TX,"Hopkins County, TX","17,323","16,742",581,3.4,"52,079",85.9
TX,"Houston County, TX","10,201","9,823",378,3.7,"39,533",65.2
TX,"Howard County, TX","13,596","13,152",444,3.3,"50,423",83.2
TX,"Hudspeth County, TX","1,802","1,720",82,4.6,"42,671",70.4
TX,"Hunt County, TX","42,504","40,897","1,607",3.8,"53,360",88.0
TX,"Hutchinson County, TX","8,994","8,550",444,4.9,"54,351",89.6
TX,"Irion County, TX",766,743,23,3.0,"56,775",93.6
TX,"Jack County, TX","4,378","4,269",109,2.5,"48,780",80.5
TX,"Jackson County, TX","7,367","7,128",239,3.2,"54,088",89.2
TX,"Jasper County, TX","13,233","12,376",857,6.5,"47,551",78.4
TX,"Jeff Davis County, TX","1,069","1,038",31,2.9,"51,343",84.7
TX,"Jefferson County, TX","107,196","100,432","6,764",6.3,"48,121",79.4
TX,"Jim Hogg County, TX","1,878","1,772",106,5.6,"36,176",59.7
TX,"Jim Wells County, TX","16,986","16,071",915,5.4,"41,919",69.1
TX,"Johnson County, TX","80,465","77,721","2,744",3.4,"62,635",103.3
TX,"Jones County, TX","5,619","5,352",267,4.8,"43,903",72.4
TX,"Karnes County, TX","6,861","6,667",194,2.8,"48,743",80.4
TX,"Kaufman County, TX","63,141","60,970","2,171",3.4,"67,434",111.2
TX,"Kendall County, TX","21,859","21,227",632,2.9,"90,937",150.0
TX,"Kenedy County, TX",247,238,9,3.6,"42,153",69.5
TX,"Kent County, TX",452,441,11,2.4,"47,625",78.5
TX,"Kerr County, TX","21,800","21,101",699,3.2,"53,704",88.6
TX,"Kimble County, TX","1,874","1,818",56,3.0,"42,503",70.1
TX,"King County, TX",211,205,6,2.8,"57,925",95.5
TX,"Kinney County, TX","1,352","1,293",59,4.4,"43,192",71.2
TX,"Kleberg County, TX","13,312","12,657",655,4.9,"42,605",70.3
TX,"Knox County, TX","1,452","1,400",52,3.6,"39,726",65.5
TX,"Lamar County, TX","23,767","22,874",893,3.8,"45,767",75.5
TX,"Lamb County, TX","5,210","4,982",228,4.4,"42,700",70.4
TX,"Lampasas County, TX","9,150","8,810",340,3.7,"55,151",91.0
TX,"La Salle County, TX","4,585","4,475",110,2.4,"40,072",66.1
TX,"Lavaca County, TX","8,786","8,514",272,3.1,"51,128",84.3
TX,"Lee County, TX","9,473","9,185",288,3.0,"55,834",92.1
TX,"Leon County, TX","6,127","5,823",304,5.0,"47,065",77.6
TX,"Liberty County, TX","32,719","30,831","1,888",5.8,"52,577",86.7
TX,"Limestone County, TX","8,406","8,019",387,4.6,"43,226",71.3
TX,"Lipscomb County, TX","1,652","1,607",45,2.7,"57,332",94.6
TX,"Live Oak County, TX","5,181","4,987",194,3.7,"48,814",80.5
TX,"Llano County, TX","8,519","8,205",314,3.7,"54,019",89.1
TX,"Loving County, TX",268,264,4,1.5,"78,637",129.7
TX,"Lubbock County, TX","156,533","151,778","4,755",3.0,"50,377",83.1
TX,"Lynn County, TX","2,748","2,659",89,3.2,"43,436",71.6
TX,"McCulloch County, TX","3,749","3,626",123,3.3,"42,719",70.5
TX,"McLennan County, TX","118,211","114,001","4,210",3.6,"48,858",80.6
TX,"McMullen County, TX",716,703,13,1.8,"64,633",106.6
TX,"Madison County, TX","4,564","4,365",199,4.4,"45,445",75.0
TX,"Marion County, TX","4,252","4,062",190,4.5,"38,011",62.7
TX,"Martin County, TX","2,770","2,702",68,2.5,"56,484",93.2
TX,"Mason County, TX","1,775","1,720",55,3.1,"49,560",81.7
TX,"Matagorda County, TX","16,801","15,780","1,021",6.1,"48,830",80.5
TX,"Maverick County, TX","23,635","21,720","1,915",8.1,"35,594",58.7
TX,"Medina County, TX","21,557","20,813",744,3.5,"59,304",97.8
TX,"Menard County, TX",827,794,33,4.0,"35,881",59.2
TX,"Midland County, TX","102,959","100,784","2,175",2.1,"80,189",132.3
TX,"Milam County, TX","9,887","9,347",540,5.5,"46,720",77.1
TX,"Mills County, TX","1,870","1,805",65,3.5,"47,068",77.6
TX,"Mitchell County, TX","2,326","2,230",96,4.1,"48,529",80.0
TX,"Montague County, TX","9,138","8,850",288,3.2,"50,542",83.4
TX,"Montgomery County, TX","279,663","269,261","10,402",3.7,"77,598",128.0
TX,"Moore County, TX","10,870","10,583",287,2.6,"53,785",88.7
TX,"Morris County, TX","4,709","4,401",308,6.5,"41,418",68.3
TX,"Motley County, TX",463,446,17,3.7,"41,009",67.6
TX,"Nacogdoches County, TX","28,654","27,548","1,106",3.9,"45,357",74.8
TX,"Navarro County, TX","23,650","22,784",866,3.7,"46,259",76.3
TX,"Newton County, TX","5,187","4,841",346,6.7,"43,367",71.5
TX,"Nolan County, TX","6,718","6,499",219,3.3,"42,522",70.1
TX,"Nueces County, TX","167,850","160,082","7,768",4.6,"53,034",87.5
TX,"Ochiltree County, TX","4,456","4,333",123,2.8,"49,845",82.2
TX,"Oldham County, TX",906,882,24,2.6,"56,590",93.3
TX,"Orange County, TX","36,517","34,418","2,099",5.7,"56,556",93.3
TX,"Palo Pinto County, TX","13,501","13,053",448,3.3,"46,067",76.0
TX,"Panola County, TX","10,700","10,256",444,4.1,"51,192",84.4
TX,"Parker County, TX","65,949","63,922","2,027",3.1,"73,718",121.6
TX,"Parmer County, TX","4,887","4,773",114,2.3,"50,539",83.4
TX,"Pecos County, TX","6,417","6,185",232,3.6,"47,008",77.5
TX,"Polk County, TX","17,837","16,941",896,5.0,"46,017",75.9
TX,"Potter County, TX","54,901","53,305","1,596",2.9,"41,912",69.1
TX,"Presidio County, TX","3,040","2,831",209,6.9,"37,738",62.2
TX,"Rains County, TX","5,908","5,704",204,3.5,"47,572",78.5
TX,"Randall County, TX","71,644","69,789","1,855",2.6,"69,600",114.8
TX,"Reagan County, TX","1,874","1,828",46,2.5,"65,273",107.7
TX,"Real County, TX","1,049",997,52,5.0,"39,506",65.2
TX,"Red River County, TX","5,087","4,814",273,5.4,"42,233",69.7
TX,"Reeves County, TX","9,411","9,217",194,2.1,"45,341",74.8
TX,"Refugio County, TX","3,136","2,993",143,4.6,"44,821",73.9
TX,"Roberts County, TX",428,416,12,2.8,"67,470",111.3
TX,"Robertson County, TX","7,535","7,223",312,4.1,"44,917",74.1
TX,"Rockwall County, TX","50,929","49,296","1,633",3.2,"102,858",169.6
TX,"Runnels County, TX","4,576","4,434",142,3.1,"42,205",69.6
TX,"Rusk County, TX","22,768","21,847",921,4.0,"49,788",82.1
TX,"Sabine County, TX","3,544","3,265",279,7.9,"40,641",67.0
TX,"San Augustine County, TX","3,005","2,813",192,6.4,"38,826",64.0
TX,"San Jacinto County, TX","11,516","10,948",568,4.9,"47,028",77.6
TX,"San Patricio County, TX","30,078","28,185","1,893",6.3,"53,559",88.3
TX,"San Saba County, TX","2,538","2,461",77,3.0,"43,827",72.3
TX,"Schleicher County, TX","1,370","1,331",39,2.8,"47,317",78.0
TX,"Scurry County, TX","6,928","6,695",233,3.4,"53,059",87.5
TX,"Shackelford County, TX","1,943","1,899",44,2.3,"57,126",94.2
TX,"Shelby County, TX","11,022","10,551",471,4.3,"41,961",69.2
TX,"Sherman County, TX","1,330","1,295",35,2.6,"57,052",94.1
TX,"Smith County, TX","106,822","102,951","3,871",3.6,"56,848",93.8
TX,"Somervell County, TX","4,292","4,116",176,4.1,"63,929",105.4
TX,"Starr County, TX","25,170","22,642","2,528",10.0,"30,490",50.3
TX,"Stephens County, TX","3,995","3,851",144,3.6,"43,115",71.1
TX,"Sterling County, TX",581,562,19,3.3,"59,064",97.4
TX,"Stonewall County, TX",590,570,20,3.4,"46,915",77.4
TX,"Sutton County, TX","1,458","1,402",56,3.8,"54,774",90.3
TX,"Swisher County, TX","2,653","2,540",113,4.3,"43,084",71.1
TX,"Tarrant County, TX","1,059,957","1,023,016","36,941",3.5,"66,059",109.0
TX,"Taylor County, TX","65,343","63,293","2,050",3.1,"48,040",79.2
TX,"Terrell County, TX",378,365,13,3.4,"41,413",68.3
TX,"Terry County, TX","5,131","4,923",208,4.1,"41,268",68.1
TX,"Throckmorton County, TX",701,678,23,3.3,"42,701",70.4
TX,"Titus County, TX","12,897","12,252",645,5.0,"45,604",75.2
TX,"Tom Green County, TX","54,646","52,939","1,707",3.1,"51,393",84.8
TX,"Travis County, TX","719,238","698,868","20,370",2.8,"76,255",125.8
TX,"Trinity County, TX","5,314","5,042",272,5.1,"40,486",66.8
TX,"Tyler County, TX","6,980","6,521",459,6.6,"44,041",72.6
TX,"Upshur County, TX","17,674","16,938",736,4.2,"48,554",80.1
TX,"Upton County, TX","1,580","1,526",54,3.4,"53,867",88.8
TX,"Uvalde County, TX","11,466","10,981",485,4.2,"39,725",65.5
TX,"Val Verde County, TX","22,423","21,560",863,3.8,"44,276",73.0
TX,"Van Zandt County, TX","25,757","24,859",898,3.5,"51,152",84.4
TX,"Victoria County, TX","42,955","41,321","1,634",3.8,"51,646",85.2
TX,"Walker County, TX","23,877","22,883",994,4.2,"43,681",72.0
TX,"Waller County, TX","23,141","22,162",979,4.2,"59,807",98.6
TX,"Ward County, TX","6,774","6,602",172,2.5,"53,621",88.4
TX,"Washington County, TX","14,872","14,336",536,3.6,"54,332",89.6
TX,"Webb County, TX","116,294","111,939","4,355",3.7,"44,919",74.1
TX,"Wharton County, TX","21,284","20,500",784,3.7,"48,040",79.2
TX,"Wheeler County, TX","2,427","2,351",76,3.1,"48,018",79.2
TX,"Wichita County, TX","56,368","54,461","1,907",3.4,"47,477",78.3
TX,"Wilbarger County, TX","4,978","4,772",206,4.1,"44,735",73.8
TX,"Willacy County, TX","6,389","5,762",627,9.8,"33,171",54.7
TX,"Williamson County, TX","304,215","294,970","9,245",3.0,"87,817",144.8
TX,"Wilson County, TX","24,547","23,798",749,3.1,"71,207",117.4
TX,"Winkler County, TX","4,026","3,912",114,2.8,"56,781",93.6
